afsd_h,frzmlt_h,sst_h
"0.09314749,0.013913762,0.0053141983,0.0025269317,0.0013163919,0.0007154224,0.00033957884,0.00019904686,0.00011324868,8.0489444e-05,2.5701038e-05,0.00047622557",1957.2689,-1.8012698
"0.09313916,0.013912424,0.0053132675,0.0025260674,0.0013154888,0.00071447605,0.0003383018,0.00019804206,0.00011233913,7.9513025e-05,2.551215e-05,0.00047921328",1930.0334,-1.800515
"0.09313765,0.013912639,0.005315305,0.0025289988,0.0013191246,0.0007185737,0.0003441088,0.00020263917,0.00011652639,8.401106e-05,2.6398064e-05,0.0004650788",1901.3793,-1.8002172
"0.09312271,0.01391089,0.005316779,0.0025318493,0.0013229208,0.0007229631,0.00035044542,0.00020766155,0.00012110196,8.889101e-05,2.7432823e-05,0.00044947318",1870.6942,-1.7999363
"0.09312124,0.013910977,0.005318181,0.0025338826,0.0013254349,0.00072577555,0.00035410008,0.0002106209,0.00012394418,9.263185e-05,2.6914166e-05,0.00044051014",1837.7329,-1.7995375
"0.09309209,0.013906894,0.005317821,0.0025349092,0.0013272454,0.00072802784,0.00035720965,0.0002131602,0.00012640328,9.5875606e-05,2.6473295e-05,0.0004324938",1785.4048,-1.7989954
"0.09284876,0.013870621,0.005304289,0.0025287934,0.0013243931,0.00072680163,0.00035701168,0.0002132289,0.00012673983,9.679716e-05,2.5802638e-05,0.00042953543",1716.0287,-1.798417
"0.09263513,0.0138388695,0.0052928687,0.0025240683,0.0013226825,0.00072661834,0.00035812004,0.00021430032,0.00012794782,9.854778e-05,2.5469699e-05,0.00042382526",1639.6863,-1.7979251
"0.09252776,0.013823083,0.0052879616,0.0025228576,0.0013232526,0.0007281287,0.00036088732,0.00021659922,0.00013018273,0.00010129219,2.5457442e-05,0.0004155734",1563.6525,-1.7975236
"0.092659704,0.013843111,0.005297024,0.0025285853,0.0013277613,0.0007321143,0.00036559027,0.00022021912,0.00013337492,0.000104626,2.6195314e-05,0.00040599026",1490.5763,-1.7972203
"0.092713945,0.013851503,0.0053015337,0.0025320528,0.0013310185,0.00073538214,0.0003705369,0.00022395278,0.00013642185,0.000106402396,2.9237988e-05,0.0003948544",1388.2433,-1.7966895
"0.0918778,0.01372684,0.00525497,0.0025109786,0.0013212126,0.000731267,0.00037139608,0.00022513182,0.00013782382,0.00010695224,3.167901e-05,0.00038119874",1292.0574,-1.7959596
"0.09225464,0.013783355,0.0052775717,0.0025227559,0.0013284768,0.00073637924,0.000376445,0.00022873998,0.00014059884,0.00010866007,3.4075376e-05,0.00037429",1182.2775,-1.7951684
"0.09318638,0.013922644,0.005331266,0.002548789,0.0013425853,0.000744608,0.00038156775,0.00023205596,0.00014284666,0.000110232955,3.5268586e-05,0.00037489628",1092.5212,-1.7945205
"0.09307604,0.013906237,0.005325333,0.0025463067,0.001341664,0.0007444917,0.00038239302,0.00023275366,0.00014347793,0.00011056215,3.6047764e-05,0.00037138362",1013.07794,-1.7938892
"0.092464656,0.013815048,0.0052911183,0.0025306607,0.001334199,0.0007411448,0.00038245655,0.00023318593,0.00014414961,0.00011076299,3.746654e-05,0.00036275538",946.53845,-1.7932829
"0.09233644,0.013796172,0.0052851452,0.0025290754,0.0013347497,0.0007428662,0.00038651322,0.00023635558,0.00014682468,0.000112260626,4.0363302e-05,0.00035122965",865.48846,-1.7926825
"0.090342864,0.013498683,0.005172866,0.0024770512,0.0013091511,0.00073051336,0.00038431856,0.00023593605,0.00014750945,0.000112050875,4.3445532e-05,0.00032886706",786.8887,-1.791712
"0.09001974,0.013451081,0.005157662,0.0024728435,0.0013102738,0.0007345478,0.00039403536,0.0002435383,0.00015393349,0.0001156428,5.0420156e-05,0.00030103783",692.6809,-1.790566
"0.08980346,0.013419287,0.005147821,0.0024704996,0.0013116153,0.00073792384,0.00040166656,0.00024948528,0.00015893996,0.000118452845,5.5813285e-05,0.00027970143",590.11615,-1.7891613
"0.08961534,0.013391058,0.0051364596,0.00246451,0.0013078513,0.0007352141,0.00039888307,0.00024748375,0.00015738979,0.000117505595,5.44479e-05,0.00028378246",484.97238,-1.7876217
"0.08957517,0.013384252,0.0051302426,0.002457883,0.0013003733,0.00072699314,0.00038553678,0.00023734575,0.00014906637,0.00011271287,4.5958855e-05,0.00031529728",411.58643,-1.7867386
"0.0899731,0.013443273,0.005150908,0.0024658048,0.0013024099,0.00072594,0.00038010345,0.00023295841,0.00014524972,0.00011064115,4.1569245e-05,0.00033387012",374.07706,-1.7866626
"0.09037395,0.013503142,0.005173743,0.0024766298,0.0013080119,0.0007289445,0.0003814115,0.00023370315,0.00014565636,0.000111000096,4.1501055e-05,0.00033628344",366.94202,-1.7872524
"0.090200864,0.013477386,0.0051643443,0.0024726058,0.0013064044,0.00072857615,0.0003823963,0.00023456168,0.00014645224,0.000111403926,4.252547e-05,0.0003315176",339.1956,-1.787083
"0.09060475,0.013537757,0.0051875855,0.002483843,0.0013124608,0.00073207536,0.00038450546,0.00023591395,0.00014735594,0.00011204198,4.2975367e-05,0.00033204848",348.12125,-1.7878029
"0.091195606,0.013626009,0.0052212668,0.0024998314,0.0013207585,0.0007365504,0.0003865141,0.00023707256,0.00014800424,0.000112593014,4.293504e-05,0.00033541242",345.77896,-1.7883049
"0.09147334,0.013667462,0.0052369502,0.0025071378,0.001324398,0.0007383552,0.00038695976,0.00023723755,0.00014799654,0.000112672606,4.2595584e-05,0.00033819166",336.70706,-1.7885702
"0.091802634,0.013716558,0.005255285,0.002515433,0.0013282541,0.0007399693,0.00038661092,0.00023676515,0.00014743757,0.00011245118,4.1629173e-05,0.0003435949",320.5747,-1.7886505
"0.09198611,0.0137439165,0.005265522,0.0025200841,0.0013304394,0.00074091076,0.00038648685,0.00023655547,0.0001471702,0.00011235311,4.113591e-05,0.0003464365",284.27768,-1.7882555
"0.09180208,0.013716432,0.005255046,0.0025151249,0.0013278805,0.0007395464,0.00038591033,0.000236232,0.00014699904,0.00011219914,4.118005e-05,0.00034527076",246.82423,-1.7877285
"0.09120519,0.013627319,0.0052212174,0.0024992512,0.0013198453,0.00073542324,0.00038454472,0.00023556685,0.00014676001,0.00011188129,4.164744e-05,0.00034027777",212.65474,-1.787116
"0.090614945,0.013539206,0.0051878095,0.002483615,0.0013119751,0.0007314325,0.00038333872,0.00023501908,0.00014661414,0.00011161895,4.220244e-05,0.00033499344",180.78186,-1.7864319
"0.090537034,0.013527528,0.005183169,0.002481226,0.0013105308,0.0007304415,0.0003824048,0.00023435682,0.0001461093,0.00011130544,4.1777665e-05,0.00033615765",165.74007,-1.7861704
"0.09087929,0.01357833,0.0052011292,0.0024883016,0.0013126095,0.00072991033,0.00037835672,0.00023105931,0.00014321842,0.00010974859,3.8404036e-05,0.00035062985",141.7624,-1.785829
"0.09140878,0.01365674,0.0052280193,0.002497984,0.0013142478,0.0007272816,0.00036907583,0.00022365997,0.000136856,0.000106260995,3.12189e-05,0.000380272",112.59102,-1.7854048
"0.0916412,0.013690841,0.0052382774,0.0025000547,0.0013122468,0.0007230128,0.00035978717,0.00021644431,0.00013080529,0.000102863145,2.4705032e-05,0.00040581176",105.86987,-1.7850703
"0.09151728,0.013672132,0.005230244,0.0024953338,0.0013088002,0.00072012085,0.00035612905,0.0002137321,0.00012862701,0.0001015658,2.2662447e-05,0.00041288833",184.86339,-1.7855182
"0.09097933,0.013591767,0.005199504,0.0024806722,0.0013011148,0.0007158971,0.00035405043,0.0002124872,0.0001278808,0.00010096971,2.2554339e-05,0.00041042574",266.19516,-1.7860026
"0.089134395,0.013315964,0.005093185,0.0024291258,0.0012731801,0.0006996047,0.00034390448,0.00020592018,0.00012343076,9.7864766e-05,2.0175914e-05,0.00040923027",351.68045,-1.7864457
"0.08343233,0.01246372,0.004765423,0.0022710003,0.0011883484,0.0006510097,0.00031596687,0.00018814679,0.000111567184,8.839034e-05,1.6350901e-05,0.00039739133",521.29535,-1.7871709
"0.07966709,0.011898372,0.004536497,0.0021490995,0.0011108187,0.00059475284,0.00026339246,0.00014939005,7.910183e-05,5.5551467e-05,8.698273e-06,0.00047252487",3392.3708,-1.8449644
"0.087869845,0.013121937,0.0049962546,0.0023601677,0.0012127503,0.00064219505,0.00027350223,0.00015081688,7.3442876e-05,4.1286636e-05,1.5138913e-05,0.00056296814",3234.2505,-1.8582242
"0.092918925,0.013880981,0.0053077242,0.00252992,0.0013244698,0.00072637515,0.00035675123,0.00021280319,0.00012592909,9.414683e-05,2.8478558e-05,0.00043130145",5240.9067,-1.8352156
"0.09054992,0.013526891,0.0051714806,0.0024641186,0.0012890784,0.00070599536,0.0003445309,0.00020500153,0.00012077058,9.066864e-05,2.5688465e-05,0.00042781123",5346.8794,-1.8431019
"0.09012591,0.013463009,0.005144652,0.0024489218,0.0012785346,0.00069761544,0.00033561373,0.00019828581,0.00011501926,8.493606e-05,2.4046856e-05,0.00044353656",5396.166,-1.8507192
"0.09282968,0.013865382,0.0052916813,0.002512172,0.0013043475,0.00070449413,0.00032640863,0.00018886234,0.00010420929,7.09335e-05,2.3760376e-05,0.0005037928",5381.133,-1.8580973
"0.09266718,0.0138399545,0.0052768365,0.0024999657,0.0012924621,0.0006924812,0.00031071994,0.00017654138,9.305121e-05,5.8752285e-05,2.1834563e-05,0.00053967553",5378.137,-1.8610188
"0.09231251,0.013785585,0.0052498807,0.0024809411,0.0012758889,0.0006767807,0.0002912589,0.0001613675,7.941073e-05,4.3873228e-05,1.9568952e-05,0.00058205164",5267.8022,-1.8644882
"0.0930951,0.013905096,0.0053071342,0.002519792,0.0013085819,0.0007070254,0.0003273886,0.00018957394,0.000104963256,7.303431e-05,2.1630985e-05,0.0005049967",3748.8235,-1.8090767
"0.093125775,0.013908905,0.005305158,0.002515417,0.001302627,0.0007001115,0.00031777692,0.00018186717,9.775251e-05,6.4474916e-05,2.141095e-05,0.0005288556",3748.812,-1.8090767
"0.09314735,0.013912392,0.005307657,0.0025177745,0.0013051052,0.0007027085,0.00032114986,0.000184549,0.00010024219,6.7437024e-05,2.1453328e-05,0.00052093354",4132.6333,-1.8079723
"0.09317149,0.013917477,0.0053161713,0.0025283988,0.0013176714,0.00071656605,0.00033970497,0.0001993879,0.00011411876,8.412973e-05,2.1458623e-05,0.00047601762",4443.5874,-1.8086668
"0.093197376,0.013923729,0.0053291866,0.0025452697,0.0013379775,0.0007392396,0.00037252312,0.00022515927,0.00013715915,0.000106937805,2.9482884e-05,0.00039678536",4759.8843,-1.8096942
"0.09320906,0.013926781,0.0053362097,0.0025545526,0.0013493306,0.0007521385,0.00039391842,0.00024144762,0.00015056676,0.00011468122,4.3138123e-05,0.00034553075",4978.508,-1.8121096
"0.09321239,0.013928181,0.005340786,0.0025608304,0.0013570995,0.0007610064,0.00040868938,0.0002526928,0.00015981855,0.00011998866,5.264492e-05,0.00031008257",4978.5605,-1.8121096
"0.093142115,0.0139168,0.0053324793,0.0025528613,0.0013485407,0.00075180375,0.00039398228,0.00024153772,0.00015067395,0.00011470997,4.336129e-05,0.00034444983",5423.653,-1.822673
"0.09319786,0.013923293,0.0053267404,0.0025417975,0.0013336441,0.00073428755,0.00036445487,0.00021898015,0.00013199655,0.000103592436,2.4826595e-05,0.0004162122",5410.3687,-1.8208233
"0.093190186,0.013921261,0.0053220293,0.0025356202,0.0013262167,0.0007260445,0.0003533814,0.0002101188,0.00012369997,9.357625e-05,2.4848334e-05,0.00044311213",5331.5947,-1.8141353
"0.093175255,0.013918544,0.005318834,0.0025319422,0.0013219934,0.000721444,0.00034728824,0.00020524724,0.00011914062,8.805548e-05,2.4910285e-05,0.00045776748",5244.301,-1.8054674
"0.09316372,0.013916347,0.005315892,0.0025284362,0.0013179093,0.00071696163,0.00034119416,0.00020040062,0.0001146643,8.2917395e-05,2.450929e-05,0.00047244664",5213.3154,-1.799998
"0.09315878,0.013915193,0.005313604,0.002525504,0.0013144179,0.00071311207,0.00033623408,0.00019639023,0.00011081921,7.786518e-05,2.5201834e-05,0.0004845135",5231.952,-1.7976098
"0.09315216,0.013913776,0.0053111576,0.0025224297,0.0013107638,0.00070906203,0.000330576,0.0001919126,0.000106736625,7.343599e-05,2.4414776e-05,0.00049817644",5281.707,-1.7974985
"0.093142055,0.013912117,0.005309862,0.0025211496,0.0013093837,0.0007075949,0.00032858338,0.00019034118,0.000105308834,7.188708e-05,2.4144834e-05,0.00050287985",5312.4595,-1.7977188
"0.0931244,0.013909462,0.00530877,0.0025205521,0.0013089883,0.00070729526,0.00032828414,0.00019011811,0.000105119856,7.1697774e-05,2.4094956e-05,0.0005033599",5319.1343,-1.798019
"0.09312014,0.013908914,0.005308948,0.002521025,0.0013096515,0.0007080746,0.00032940734,0.00019101221,0.00010594146,7.2602415e-05,2.4235615e-05,0.0005005688",5304.1914,-1.7983693
"0.09313152,0.013910643,0.0053097396,0.0025215335,0.001310058,0.0007084381,0.00032983918,0.0001913455,0.00010623674,7.29149e-05,2.4297697e-05,0.00049967825",5272.0303,-1.7986728
"0.09314139,0.013912006,0.005309766,0.0025210506,0.0013092745,0.00070747756,0.00032842063,0.00019021316,0.000105193416,7.176652e-05,2.4115325e-05,0.0005032659",5226.3545,-1.7989309
"0.09314885,0.013912901,0.0053091324,0.002519771,0.0013075575,0.00070548884,0.00032557666,0.0001879522,0.00010311906,6.948798e-05,2.3753566e-05,0.00051028625",5169.5547,-1.7991613
"0.09314887,0.013912695,0.0053081266,0.0025183628,0.0013058255,0.0007035443,0.00032284987,0.00018578935,0.0001011391,6.731231e-05,2.3414588e-05,0.000516918",5099.3643,-1.7993282
"0.09314466,0.0139119085,0.005307121,0.0025171775,0.001304449,0.0007020335,0.00032076216,0.00018413646,9.962873e-05,6.565296e-05,2.3158434e-05,0.0005219366",5018.5034,-1.7994176
"0.09314234,0.013911453,0.0053064656,0.0025163828,0.0013035166,0.0007010059,0.0003193406,0.0001830101,9.8598124e-05,6.451589e-05,2.2991122e-05,0.00052536186",4928.8564,-1.7994679
"0.09314909,0.013912462,0.0053068525,0.0025165686,0.0013036154,0.00070106174,0.00031937193,0.00018302964,9.861052e-05,6.4524e-05,2.2997485e-05,0.0005253802",4840.2183,-1.799524
"0.09315841,0.013913908,0.0053076437,0.0025171842,0.001304193,0.000701634,0.00032010864,0.00018360681,9.913165e-05,6.5090724e-05,2.308981e-05,0.00052371895",4755.8857,-1.7995646
"0.0931474,0.013912331,0.005307347,0.0025173498,0.0013046083,0.0007021901,0.00032096292,0.0001842935,9.9770186e-05,6.580577e-05,2.3185037e-05,0.0005214867",4674.5327,-1.7995825
"0.09315645,0.013913757,0.0053082188,0.0025180923,0.0013053473,0.0007029456,0.0003219583,0.00018507607,0.000100479636,6.6579916e-05,2.3308974e-05,0.0005191926",4596.853,-1.7995846
"0.09316274,0.013914706,0.005308626,0.0025183314,0.0013055205,0.00070308876,0.00032211564,0.00018519585,0.00010058405,6.668902e-05,2.3331644e-05,0.0005188981",4519.1074,-1.799619
"0.093165055,0.013914984,0.005308427,0.0025179305,0.0013049828,0.00070246623,0.00032122765,0.00018448949,9.9935074e-05,6.59718e-05,2.322557e-05,0.0005210903",4440.0874,-1.799632
"0.09316675,0.01391511,0.005307907,0.0025171132,0.0013039457,0.0007012881,0.0003195659,0.00018316969,9.872455e-05,6.4635846e-05,2.3026552e-05,0.00052515574",4359.501,-1.7996315
"0.093167394,0.0139150545,0.00530721,0.0025161046,0.0013026929,0.00069987687,0.00031758728,0.00018159885,9.7283955e-05,6.304263e-05,2.2796115e-05,0.0005299776",4280.0215,-1.7996467
"0.093170226,0.013915345,0.005306739,0.0025152967,0.0013016455,0.00069867825,0.000315891,0.00018025035,9.6045354e-05,6.167079e-05,2.2599703e-05,0.00053414336",4202.48,-1.7996706
"0.09316917,0.013915137,0.005306437,0.0025149302,0.0013012154,0.00069820415,0.0003152357,0.00017973098,9.5569834e-05,6.114474e-05,2.2524779e-05,0.0005357226",4129.6206,-1.7996918
"0.09314194,0.013911073,0.00530489,0.0025142003,0.0013008408,0.0006980058,0.00031514393,0.00017968024,9.554685e-05,6.114784e-05,2.249373e-05,0.0005355639",4063.2214,-1.7997181
"0.09316915,0.013915109,0.00530631,0.002514753,0.0013009978,0.00069796003,0.0003148935,0.00017945957,9.532136e-05,6.0871615e-05,2.24824e-05,0.0005365546",3998.2075,-1.7997373
"0.09316898,0.0139150955,0.0053063566,0.0025148273,0.0013010923,0.00069806754,0.0003150449,0.00017957989,9.54319e-05,6.0994393e-05,2.2499302e-05,0.00053618394",3934.3005,-1.7997744
"0.0931662,0.013914713,0.0053063547,0.0025149707,0.001301322,0.0006983479,0.00031545607,0.0001799085,9.5735566e-05,6.1333085e-05,2.2545075e-05,0.00053514476",3870.2026,-1.7998054
"0.09302379,0.013893449,0.00529827,0.0025111628,0.0012993761,0.00069732673,0.0003150067,0.00017966589,9.563302e-05,6.1353516e-05,2.2410497e-05,0.0005342411",3805.6406,-1.799804
"0.093158014,0.013913593,0.0053063873,0.002515448,0.0013020664,0.00069925026,0.00031677616,0.00018096245,9.670803e-05,6.2412895e-05,2.2699012e-05,0.0005318192",3739.1467,-1.7997996
"0.09315891,0.013913782,0.0053067077,0.0025158487,0.0013025417,0.0006997766,0.00031750643,0.00018154127,9.7237804e-05,6.299727e-05,2.2785445e-05,0.00053005543",3673.7883,-1.7998064
"0.09315556,0.013913304,0.0053066174,0.0025158986,0.0013026674,0.0006999451,0.00031776688,0.0001817503,9.743152e-05,6.321112e-05,2.281936e-05,0.00052937533",3604.7314,-1.7997819
"0.09315157,0.01391279,0.005306795,0.0025163572,0.0013033078,0.0007006966,0.0003188468,0.00018261035,9.822281e-05,6.408726e-05,2.294681e-05,0.0005266927",3534.8384,-1.7997603
"0.09315029,0.013912759,0.0053074895,0.002517397,0.0013046109,0.00070216967,0.00032091924,0.00018425556,9.973086e-05,6.574972e-05,2.3197166e-05,0.0005216344",3466.675,-1.7997241
"0.09315033,0.013913015,0.0053086956,0.002519082,0.0013066819,0.00070449425,0.00032417788,0.00018684032,0.000102097285,6.8351335e-05,2.3600198e-05,0.00051370997",3401.2737,-1.7996646
"0.09316165,0.013915063,0.0053110663,0.0025218022,0.0013098097,0.0007079135,0.00032889872,0.00019057486,0.00010550461,7.2075905e-05,2.4207451e-05,0.0005023884",3336.061,-1.7995872
"0.093175784,0.013917616,0.0053140083,0.0025251738,0.001313685,0.00071214983,0.00033476108,0.00019520959,0.00010972695,7.6662276e-05,2.5007295e-05,0.00048833294",3271.6038,-1.7995274
"0.09318356,0.013919047,0.0053157476,0.0025271883,0.0013159926,0.00071464607,0.0003377887,0.00019768793,0.00011217384,8.020664e-05,2.4026853e-05,0.00048100293",3209.2454,-1.7995032
"0.093191326,0.013920554,0.005317869,0.0025297466,0.0013189862,0.00071793894,0.00034229114,0.00020126512,0.000115469076,8.3946754e-05,2.4391447e-05,0.00047015073",3146.867,-1.7994865
"0.09319583,0.013921523,0.0053195516,0.0025318624,0.0013214998,0.0007207219,0.00034613447,0.00020431551,0.00011827002,8.7077824e-05,2.4781035e-05,0.00046086195",3088.5461,-1.7994834
"0.09319616,0.013921789,0.005320614,0.0025333313,0.0013233006,0.00072274223,0.00034898493,0.00020657224,0.00012032694,8.9297115e-05,2.519965e-05,0.00045393794",3036.4934,-1.7994995
"0.093196824,0.013922039,0.0053213863,0.002534378,0.0013245775,0.0007241738,0.00035103544,0.00020818865,0.000121785124,9.0800706e-05,2.5609672e-05,0.00044896908",2987.458,-1.7995265
"0.09319816,0.013922377,0.005322128,0.0025353476,0.0013257483,0.0007254838,0.00035295196,0.0002096901,0.00012311933,9.208259e-05,2.6137248e-05,0.0004443429",2938.6565,-1.7995498
"0.093198724,0.013922581,0.0053227423,0.0025361793,0.0013267652,0.0007266287,0.0003546614,0.00021102413,0.0001242925,9.314893e-05,2.6700658e-05,0.0004402131",2893.5432,-1.799547
"0.09320083,0.013923027,0.005323495,0.002537123,0.0013278897,0.000727881,0.0003564989,0.00021246081,0.00012556359,9.4345785e-05,2.7242399e-05,0.00043579136",2850.1702,-1.799535
"0.093173124,0.013919204,0.0053234454,0.0025385234,0.0013301665,0.00073069707,0.00036109818,0.00021603989,0.00012866087,9.6829346e-05,2.9290668e-05,0.00042430073",2809.4963,-1.7995237
"0.093206644,0.013924422,0.0053263796,0.002540864,0.0013324033,0.0007329387,0.00036406945,0.00021835808,0.0001307288,9.894842e-05,2.9870887e-05,0.0004175553",2770.194,-1.7994981
"0.09320669,0.013924484,0.0053266436,0.0025412233,0.0013328277,0.0007333897,0.00036436124,0.00021865699,0.00013115234,0.00010011446,2.8801918e-05,0.00041678472",2732.4136,-1.7994618
"0.093205296,0.013924445,0.0053273845,0.002542334,0.0013342211,0.0007349668,0.0003666005,0.00022043062,0.00013276916,0.00010185501,2.9138486e-05,0.00041132263",2697.3357,-1.7994312
